Ticker,Name,Exchange,Last Trade Date
BPFHW,Boston Private Financial Holdings Inc. Warrants,NASDAQ,2015-11-20
BPI,Bridgepoint Education,NYSE,2015-11-20
BPK,Blackrock Municipal 2018 Term Trust,NYSE,2015-11-20
BPL,Buckeye Partners L.P.,NYSE,2015-11-20
BPMC,Blueprint Medicines Corp,NASDAQ,2015-11-20
BPMX,BioPharmX Corp,NYSE MKT,2015-11-20
BPOP,Popular Inc.,NASDAQ,2015-11-20
BPOPM,Popular Capital Trust II 6.125% Cum Monthly Income Tr Pfd Secs,NASDAQ,2015-11-20
BPOPN,Popular Capital Trust I 6.70% Cum Monthly Income Tr Pfd Secs,NASDAQ,2015-11-20
BPT,BP Prudhoe Bay Royalty Trust Units Ben. Int.,NYSE,2015-11-20
BPTH,BIO-PATH HOLDINGS INC,NASDAQ,2015-11-20
BPY,Brookfield Property Partners LP Ltd Partnership Units,NYSE,2015-11-20
BQH,BlackRock New York Municipal Bond Trust,NYSE,2015-11-20
BR,Broadridge Financial Solutions Inc,NYSE,2015-11-20
BRAF,Global X Brazil Financials ETF,NYSE Arca,2015-10-08
BRAQ,Global X Brazil Consumer ETF,NYSE Arca,2015-11-20
BRAZ,Global X Brazil Mid Cap ETF,NYSE Arca,2015-11-20
BRC,Brady Corp.,NYSE,2015-11-20
BRCD,Brocade Communications Systems Inc.,NASDAQ,2015-11-20
BRCM,Broadcom Corp.,NASDAQ,2015-11-20
BREW,Craft Brew Alliance Inc,NASDAQ,2015-11-20
BRF,Market Vectors® Brazil Small-Cap ETF,NYSE Arca,2015-11-20
BRFS,BRF S.A.,NYSE,2015-11-20
BRG,Bluerock Residential Growth REIT Inc,NYSE MKT,2015-11-20
BRG.P.A,Bluerock Residential Growth REIT Inc Redeemable Pfd Ser A %,NYSE MKT,2015-11-20
BRID,Bridgford Foods Corporation,NASDAQ,2015-11-17
BRK.A,Berkshire Hathaway Inc. Cl A,NYSE,2015-11-20
BRK.B,Berkshire Hathaway Inc. Cl B,NYSE,2015-11-20
BRKL,Brookline Bancorp Inc (DE),NASDAQ,2015-11-20
BRKR,Bruker Corporation,NASDAQ,2015-11-20
BRKS,Brooks Automation Inc,NASDAQ,2015-11-20
BRN,Barnwell Industries Inc.,NYSE MKT,2015-11-20
BRO,"Brown & Brown, Inc.",NYSE,2015-11-20
BRS,Bristow Group Inc,NYSE,2015-11-20
BRSS,Global Brass & Copper Holdings Inc,NYSE,2015-11-20
BRT,BRT Realty Trust,NYSE,2015-11-20
BRX,Brixmor Property Group Inc,NYSE,2015-11-20
BRXX,EGShares Brazil Infrastructure ETF,NYSE Arca,2015-10-30
BRZU,Direxion Daily Brazil Bull 3X ETF,NYSE Arca,2015-11-20
BSAC,Banco Santander Chile ADR (Sponsored),NYSE,2015-11-20
BSBR,Banco Santander Brasil SA ADS Repstg 1 Unit,NYSE,2015-11-20
BSCF,Guggenheim BulletShrs 2015 Corp Bd ETF,NYSE Arca,2015-11-20
BSCG,Guggenheim BulletShrs 2016 Corp Bd ETF,NYSE Arca,2015-11-20
BSCH,Guggenheim BulletShrs 2017 Corp Bd ETF,NYSE Arca,2015-11-20
BSCI,Guggenheim BulletShrs 2018 Corp Bd ETF,NYSE Arca,2015-11-20
BSCJ,Guggenheim BulletShrs 2019 Corp Bd ETF,NYSE Arca,2015-11-20
BSCK,Guggenheim BulletShrs 2020 Corp Bd ETF,NYSE Arca,2015-11-20
BSCL,Guggenheim BulletShrs 2021 Corp Bd ETF,NYSE Arca,2015-11-20
BSCM,Guggenheim BulletShrs 2022 Corp Bd ETF,NYSE Arca,2015-11-20
BSCN,Claymore Exchange-Traded Fund Trust Guggenheim BulletShares 2023 Corporate Bd ETF,NYSE Arca,2015-11-20
BSCO,Claymore Exchange-Traded Fund Trust Guggenheim BulletShares 2024 Corporate Bd ETF,NYSE Arca,2015-11-20
BSCP,Claymore Exchange-Traded Fund Trust Guggenheim BulletShares 2025 Corp Bd ETF,NYSE Arca,2015-11-20
BSD,Blackrock Strategic Municipal Trust,NYSE,2015-11-20
BSE,BlackRock NY Muni Inc Qty Common,NYSE,2015-11-20
BSET,Bassett Furniture Industries Inc,NASDAQ,2015-11-20
BSF,Bear State Financial Inc,NASDAQ,2015-11-20
BSFT,BroadSoft Inc.,NASDAQ,2015-11-20
BSI,Alon Blue Square Israel Ltd,NYSE,2015-11-20
BSJF,Guggenheim BulletShrs 2015 HY CorpBd ETF,NYSE Arca,2015-11-20
BSJG,Guggenheim BulletShrs 2016 HY CorpBd ETF,NYSE Arca,2015-11-20
BSJH,Guggenheim BulletShrs 2017 HY CorpBd ETF,NYSE Arca,2015-11-20
BSJI,Guggenheim BulletShrs 2018 HY CorpBd ETF,NYSE Arca,2015-11-20
BSJJ,Guggenheim BulletShrs 2019 HY CorpBd ETF,NYSE Arca,2015-11-20
BSJK,Guggenheim BulletShrs 2020 HY CorpBd ETF,NYSE Arca,2015-11-20
BSJL,Claymore Exchange-Traded Fund Trust Guggenheim BulletShares 2021 High Yield Corporate Bd ETF,NYSE Arca,2015-11-20
BSJM,Claymore Exchange-Traded Fund Trust Guggenheim BulletShares 2022 High Yield Corporate Bd ETF,NYSE Arca,2015-11-20
BSJN,Claymore Exchange-Traded Fund Trust Guggenheim BulletShares 2023 High Yield Corp Bd ETF,NYSE Arca,2015-11-19
BSL,Blackstone / GSO Senior Floating Rate Term Fund,NYSE,2015-11-20
BSM,Black Stone Minerals LP,NYSE,2015-11-20
BSMX,Grupo Financiero Santander Mexico ADS,NYSE,2015-11-20
BSPM,Biostar Pharmaceuticals Inc,NASDAQ,2015-11-20
BSQR,BSQUARE Corporation,NASDAQ,2015-11-20
BSRR,Sierra Bancorp,NASDAQ,2015-11-20
BST,BlackRock Science & Technology Trust Shs,NYSE,2015-11-20
BSTC,BioSpecifics Technologies Corp.,NASDAQ,2015-11-20
BSV,Vanguard Short-Term Bond ETF,NYSE Arca,2015-11-20
BSX,Boston Scientific Corp.,NYSE,2015-11-20
BT,BT Group PLC ADS,NYSE,2015-11-20
BTA,BlackRock Long-Term Municipal Advantage Trust,NYSE,2015-11-20
BTAL,QuantShares US Market Neut Anti-Beta,NYSE Arca,2015-11-20
BTE,Baytex Energy Corp.,NYSE,2015-11-20
BTG,B2Gold Corp,NYSE MKT,2015-11-20
BTH,Blyth Inc,NYSE,2015-10-14
BTI,British American Tobacco Plc (United Kingdom) ADR (Sponsored),NYSE MKT,2015-11-20
BTN,Ballantyne Strong Inc,NYSE MKT,2015-11-20
BTO,John Hancock Financial Opportu,NYSE,2015-11-20
BTT,Blackrock Municipal Target Term Trust,NYSE,2015-11-20
BTU,Peabody Energy Corp,NYSE,2015-11-20
BTX,BioTime Inc.,NYSE MKT,2015-11-20
BTX.WS,BioTime Inc. Wt Exp 10/01/2018,NYSE MKT,2015-11-20
BTZ,BlackRock Credit Allocation Inc Common,NYSE,2015-11-20
BUD,Anheuser-Busch Inbev SA ADR (Sponsored),NYSE,2015-11-20
BUFF,Blue Buffalo Pet Products Inc,NASDAQ,2015-11-20
BUI,BlackRock Utility & Infrastructure Trust,NYSE,2015-11-20
BUNL,DB German Bund Futures ETN,NYSE Arca,2015-11-20
BUNT,DB 3x German Bund Futures ETN,NYSE Arca,2015-11-20
BUR,Burcon Nutrascience Corp,NASDAQ,2015-11-17
BURL,Burlington Stores,NYSE,2015-11-20
BUSE,First Busey Corp,NASDAQ,2015-11-20
BV,Bazaarvoice Inc.,NASDAQ,2015-11-20
BVA,Cordia Bancorp Inc.,NASDAQ,2015-11-20
BVN,Compania de Minas Buenaventura S.A. ADS,NYSE,2015-11-20
BVSN,BroadVision Inc.,NASDAQ,2015-11-20
BVX,Bovie Medical Corp.,NYSE MKT,2015-11-20
BVXV,BiondVax Pharmaceuticals Ltd ADS (Sponsored) Repstg Ord Shs,NASDAQ,2015-11-20
BVXVW,BiondVax Pharmaceuticals Ltd Wt Pur ADR (Sponsored) Exp 05/01/2019,NASDAQ,2015-11-20
BW,Babcock & Wilcox Enterprises Inc,NYSE,2015-11-20
BWA,BorgWarner Inc.,NYSE,2015-11-20
BWEN,Broadwind Energy Inc.,NASDAQ,2015-11-20
BWFG,Bankwell Financial Group Inc,NASDAQ,2015-11-20
BWG,Legg Mason BW Global Income Opportunities Inc,NYSE,2015-11-20
BWINA,Baldwin & Lyons Inc.,NASDAQ,2015-11-20
BWINB,Baldwin & Lyons Inc.,NASDAQ,2015-11-20
BWL.A,Bowl America Inc.,NYSE MKT,2015-11-20
BWLD,Buffalo Wild Wings Inc.,NASDAQ,2015-11-20
BWP,Boardwalk Pipeline Partners LP,NYSE,2015-11-20
BWV,iPath CBOE S&P 500 BuyWrite Index ETN,NYSE Arca,2015-11-20
BWX,SPDR Barclays Capital International Treasury Bond ETF,NYSE Arca,2015-11-20
BWXT,BWX Technologies inc,NYSE,2015-11-20
BWZ,SPDR Barclays Short Term Inter,NYSE Arca,2015-11-20
BX,Blackstone Group LP Com Unit Repstg LP Int,NYSE,2015-11-20
BX.W,Blackstone Group LP (The),NYSE,2015-09-30
BXC,BlueLinx Holdings,NYSE,2015-11-20
BXE,Bellatrix Exploration Ltd,NYSE,2015-11-20
BXLT,Baxalta Inc,NYSE,2015-11-20
BXMT,Blackstone Mortgage Trust,NYSE,2015-11-20
BXMX,Nuveen S&P 500 Buy-Write Income Fund,NYSE,2015-11-20
BXP,Boston Properties Inc.,NYSE,2015-11-20
BXP.P.B,Boston Properties Inc. Dep Shs Repstg 1/100 5.25%  Ser B Cum Red Pfd,NYSE,2015-11-20
BXS,BancorpSouth Inc.,NYSE,2015-11-20
BYBK,Bay Bank Of Commerce,NASDAQ,2015-11-20
BYD,Boyd Gaming Corp.,NYSE,2015-11-20
BYFC,Broadway Financial Corporation,NASDAQ,2015-11-20
BYLD,iShares Trust iShares Yield Optimized Bd ETF,NYSE Arca,2015-11-20
BYLK,Baylake Corp. (WI),NASDAQ,2015-11-20
BYM,BlackRock Muni Inc Qty Trust Common,NYSE,2015-11-20
BZC,Breeze-Eastern,NYSE MKT,2015-11-20
BZF,WisdomTree Brazilian Real Fund,NYSE Arca,2015-11-20
BZH,Beazer Homes USA Inc.,NYSE,2015-11-20
BZM,BlackRock Maryland Municipal Bond Trust,NYSE MKT,2015-11-20
BZQ,ProShares UltraShort MSCI Brazil Capped,NYSE Arca,2015-11-20
BZUN,Baozun Inc ADR (Sponsored),NASDAQ,2015-11-20
C,Citigroup Inc,NYSE,2015-11-20
C.P.C,Citigroup Inc Dep Shs Repstg  1/1000 5.80% Non-Cum Pfd Ser C,NYSE,2015-11-20
C.P.J,Citigroup Inc Dep Shs Repstg 1/1000 Pfd Ser J Fixed/Fltg,NYSE,2015-11-20
C.P.K,Citigroup Inc Dep Shs Repstg 1/1000th 6.875% Fixed Rate Floating Rate Non Cum Pfd Ser K,NYSE,2015-11-20
C.P.L,Citigroup Inc Dep Shs Repstg 1/1000th Int In A Sh Of 6.875% Non Cum Pfd Ser L,NYSE,2015-11-20
C.P.N,Citigroup Capital XIII Tr Pfd Secs Fixed/Fltg,NYSE,2015-11-20
C.P.P,Citigroup Inc 8.125 Dep Shs Repstg 1/1000th Pfd Ser AA,NYSE,2015-11-20
C.WS.A,Citigroup Inc.,NYSE,2015-11-20
C.WS.B,Citigroup Inc.,NYSE,2015-11-20
CA,CA Technologies,NASDAQ,2015-11-20
CAA,CalAtlantic Group Inc,NYSE,2015-11-20
CAAS,China Automotive Systems Inc,NASDAQ,2015-11-20
CAB,Cabelas Inc.,NYSE,2015-11-20
CABO,Cable One Inc,NYSE,2015-11-20
CAC,Camden National Corp. (ME),NASDAQ,2015-11-20
CACB,Cascade Bancorp,NASDAQ,2015-11-20
CACC,Credit Acceptance Corp. (MI),NASDAQ,2015-11-20
CACI,Caci International Inc. Cl A,NYSE,2015-11-20
CACQ,Caesars Acquisition Co.,NASDAQ,2015-11-20
CADC,China Advanced Construction Materials Group Inc,NASDAQ,2015-11-20
CADT,DT Asia Investments Ltd,NASDAQ,2015-11-18
CADTR,DT Asia Investments Ltd Rt,NASDAQ,2015-11-19
CADTU,DT Asia Investments Ltd Unit 1 Shs & 1 Rt & 1 Wt,NASDAQ,2015-11-04
CADTW,DT Asia Investments Ltd Warrant 03/29/2021,NASDAQ,2015-11-20
CAE,CAE Inc.,NYSE,2015-11-20
CAF,Morgan Stanley China A Share Fund Inc.,NYSE,2015-11-20
CAFD,8Point3 Energy Partners LP,NASDAQ,2015-11-20
CAFE,iPath Pure Beta Coffee ETN,NYSE Arca,2015-11-20
CAG,ConAgra Foods Inc.,NYSE,2015-11-20
CAH,Cardinal Health Inc.,NYSE,2015-11-20
CAI,CAI International Inc,NYSE,2015-11-20
CAJ,Canon Inc. ADS,NYSE,2015-11-20
CAKE,Cheesecake Factory Inc. (The),NASDAQ,2015-11-20
CAL,Caleres Inc,NYSE,2015-11-20
CALA,Calithera Biosciences Inc.,NASDAQ,2015-11-20
CALD,Callidus Software Inc.,NASDAQ,2015-11-20
CALI,China Auto Logistics Inc,NASDAQ,2015-11-20
CALL,magicJack VocalTec Ltd,NASDAQ,2015-11-20
CALM,Cal-Maine Foods Inc.,NASDAQ,2015-11-20
CALX,Calix Networks,NYSE,2015-11-20
CAM,Cameron International Corp.,NYSE,2015-11-20
CAMB,Cambridge Capital Acquisition Corporation,NASDAQ,2015-11-20
CAMBU,Cambridge Capital Acquisition Corp Unit 1 Com & 1 Wt Exp 2019,NASDAQ,2015-11-04
CAMBW,CAMBRIDGE CAPITAL ACQUISITION CORPORATION,NASDAQ,2015-11-19
CAMP,CalAmp Corp.,NASDAQ,2015-11-20
CAMT,Camtek Ltd.,NASDAQ,2015-11-20
CANE,Teucrium Sugar ETF,NYSE Arca,2015-11-20
CANF,Can-Fite Biopharma Ltd. (ADS),NYSE MKT,2015-11-20
CAPE,Barclays Bank PLC,NYSE Arca,2015-11-20
CAPL,CrossAmerica Partners LP Unit Ltd Partnership Int,NYSE,2015-11-20
CAPN,Capnia Inc,NASDAQ,2015-11-20
CAPNW,Capnia Inc Wt Pur Com Exp Ser A 02/01/2019,NASDAQ,2015-11-20
CAPR,CAPRICOR THERAPEUTICS INC,NASDAQ,2015-11-20
CAPX,Elkhorn S&P 500 Capital Expenditures Portfolio,NASDAQ,2015-11-20
CAR,Avis Budget Group Inc,NASDAQ,2015-11-20
CARA,Cara Therapeutics Inc,NASDAQ,2015-11-20
CARB,Carbonite Inc.,NASDAQ,2015-11-20
CARO,Carolina Financial Corp (New),NASDAQ,2015-11-20
CART,Carolina Trust Bank,NASDAQ,2015-11-20
CARV,Carver Bancorp Inc.,NASDAQ,2015-11-20
CARZ,First Trust NASDAQ Global Auto Index Fund,NASDAQ,2015-11-20
CAS,A.M. Castle,NYSE,2015-11-20
CASH,Meta Financial Group Inc,NASDAQ,2015-11-20
CASI,Careside Inc.,NASDAQ,2015-11-20
CASM,CAS Medical Systems Inc  ,NASDAQ,2015-11-20
CASS,Cass Information Systems Inc.,NASDAQ,2015-11-20
CASY,Casey's General Stores Inc.,NASDAQ,2015-11-20
CAT,Caterpillar Inc.,NYSE,2015-11-20
CATB,Catabasis Pharmaceuticals Inc,NASDAQ,2015-11-20
CATM,Cardtronics Inc.,NASDAQ,2015-11-20
CATO,Cato Corp. Cl A,NYSE,2015-11-20
CATY,Cathay General Bancorp,NASDAQ,2015-11-20
CATYW,Cathay General Bancorp Warrant 12/5/2018,NASDAQ,2015-11-20
CAVM,Cavium Inc.,NASDAQ,2015-11-20
CAW,CCA Industries,NYSE MKT,2015-11-20
CB,Chubb Corp,NYSE,2015-11-20
CBA,ClearBridge American Energy MLP Fund Inc,NYSE,2015-11-20
CBAK,China BAK Battery Inc.,NASDAQ,2015-11-20
CBAN,Colony Bankcorp Inc.,NASDAQ,2015-11-20
CBAY,CymaBay Therapeutics Inc,NASDAQ,2015-11-20
CBB,Cincinnati Bell,NYSE,2015-11-20
CBB.P.B,Cincinnati Bell Inc Dep Shs Repr 1/20 6.75% Conv Pfd Ser B,NYSE,2015-11-20
CBD,Companhia Brasileira de Distribuicao ADR (Sponsored) Repr Pfd,NYSE,2015-11-20
CBF,Capital Bank Financial Corp,NASDAQ,2015-11-20
CBFV,CB Financial Services Inc,NASDAQ,2015-11-20
CBG,CBRE Group,NYSE,2015-11-20
CBI,Chicago Bridge & Iron,NYSE,2015-11-20
CBIO,Catalyst Biosciences Inc,NASDAQ,2015-11-20
CBK,Christopher & Banks Corp.,NYSE,2015-11-20
CBL,CBL & Associates Properties Inc.,NYSE,2015-11-20
CBL.P.D,CBL & Associates Properties Inc. Dep. Shs,NYSE,2015-11-20
CBL.P.E,CBL & Associates Properties Inc,NYSE,2015-11-20
CBLI,Cleveland BioLabs Inc,NASDAQ,2015-11-20
CBM,Cambrex Corp.,NYSE,2015-11-20
CBMG,Cellular Biomedicine Group Inc,NASDAQ,2015-11-20
CBMX,CombiMatrix Corporation,NASDAQ,2015-11-20
CBND,SPDR Barclays Issuer Scored Corp Bd ETF,NYSE Arca,2015-11-20
CBNJ,"Cape Bancorp, Inc.",NASDAQ,2015-11-20
CBNK,Chicopee Bancorp Inc,NASDAQ,2015-11-20
CBOE,CBOE Holdings Inc.,NASDAQ,2015-11-20
CBON,Market Vectors ETF Trust ChinaAMC China Bd ETF,NYSE Arca,2015-11-20
CBPO,China Biologic Products Incorporated,NASDAQ,2015-11-20
CBPX,Continental Building Products Inc,NYSE,2015-11-20
CBR,Ciber Inc.,NYSE,2015-11-20
CBRL,Cracker Barrel Old Country Store Inc.,NASDAQ,2015-11-20
CBS,CBS,NYSE,2015-11-20
CBS.A,CBS Corp,NYSE,2015-11-20
CBSH,Commerce Bancshares Inc.,NASDAQ,2015-11-20
CBSHP,CBSHP,NASDAQ,2015-11-20
CBT,Cabot Corp.,NYSE,2015-11-20
CBU,Community Bank System Inc.,NYSE,2015-11-20
CBYL,Carbylan Therapeutics Inc,NASDAQ,2015-11-20
CBZ,CBIZ,NYSE,2015-11-20
CC,Chemours Co (The),NYSE,2015-11-20
CCA,Mfs California Insured Municipal Fund,NYSE MKT,2015-11-20
CCBG,Capital City Bank Group Inc.,NASDAQ,2015-11-20
CCC,Calgon Carbon Corp.,NYSE,2015-11-20
CCCL,China Ceramics Co. Ltd.,NASDAQ,2015-11-20
CCCR,China Commercial Credit Inc,NASDAQ,2015-11-20
CCD,Calamos Dynamic Convertible & Income Fund Com,NASDAQ,2015-11-20
CCE,Coca-Cola Enterprises Inc,NYSE,2015-11-20
CCF,Chase Corp.,NYSE MKT,2015-11-20
CCG,Campus Crest Communities Inc.,NYSE,2015-11-20
CCG.P.A,Campus Crest Communities Inc Pfd.,NYSE,2015-11-20
CCI,Crown Castle International Corp (New),NYSE,2015-11-20
CCI.P.A,Crown Castle International Corp (New) Pfd Conv,NYSE,2015-11-20
CCIH,ChinaCache International Holdings Ltd.,NASDAQ,2015-11-20
CCJ,Cameco Corp.,NYSE,2015-11-20
CCK,Crown Holdings,NYSE,2015-11-20
CCL,Carnival Corp. Paired Ctf 1 Com Carnival Corp & 1 Tr Sh,NYSE,2015-11-20
CCLP,CSI Compressco LP,NASDAQ,2015-11-20
CCM,Concord Medical Services Holding,NYSE,2015-11-20
CCMP,Cabot Microelectronics Corporation,NASDAQ,2015-11-20
CCNE,CNB Financial Corp. (Clearfield PA),NASDAQ,2015-11-20
CCO,Clear Channel Outdoor Holdings,NYSE,2015-11-20
CCOI,Cogent Communications Holdings Inc.,NASDAQ,2015-11-20
CCP,CCP,NYSE,2015-11-20
CCRN,Cross Country Healthcare Inc.,NASDAQ,2015-11-20
CCS,Century Communities Inc,NYSE,2015-11-20
CCSC,Country Style Cooking Restaurant Chain,NYSE,2015-11-20
CCU,Compania Cervecerias Unidas S.A. ADS,NYSE,2015-11-20
CCUR,Concurrent Computer Corporation,NASDAQ,2015-11-20
CCV,Comcast Corp 5.00% Nts 12/15/2061,NYSE,2015-11-20
CCX,WisdomTree Commodity Currency Strat,NYSE Arca,2015-11-20
CCXE,WisdomTree Commodity Country Equity,NYSE Arca,2015-11-20
CCXI,ChemoCentryx Inc.,NASDAQ,2015-11-20
CCZ,Comcast Holdings Corp 2.0% Exch Sub Deb 10/15/2029,NYSE,2015-11-20
CDC,Compass EMP US EQIncome 100 Enhanced Volatity Wtd,NASDAQ,2015-11-20
CDE,Coeur Mining Inc,NYSE,2015-11-20
CDE.WS,Coeur D'Alene Mines Corporation,NYSE,2015-10-28
CDI,CDI Corp.,NYSE,2015-11-20
CDK,CDK Global Inc,NASDAQ,2015-11-20
CDL,Compass EMP US Large Cap High Dividend 100 Volatil,NASDAQ,2015-11-20
CDNA,CareDx Inc,NASDAQ,2015-11-20
CDNS,Cadence Design Systems Inc.,NASDAQ,2015-11-20
CDOR,Commodore Corp,NASDAQ,2015-11-20
CDORO,CDORO,NASDAQ,2015-11-17
CDORP,CDORP,NASDAQ,2015-11-20
CDR,Cedar Realty Trust Inc.,NYSE,2015-11-20
CDR.P.B,Cedar Realty Trust Inc. 7.25% Pfd Stk Ser B,NYSE,2015-11-20
CDRB,Code Rebel Corp,NASDAQ,2015-11-20
CDTI,Clean Diesel Technologies Inc.,NASDAQ,2015-11-20
CDTX,Cidara Therapeutics Inc,NASDAQ,2015-11-20
CDW,CDW Corp,NASDAQ,2015-11-20
CDXS,Codexis Inc.,NASDAQ,2015-11-20
CDZI,CADIZ Inc.,NASDAQ,2015-11-20
CE,Celanese Corp (DE),NYSE,2015-11-20
CEA,China Eastern Airlines Corp. Ltd. ADS,NYSE,2015-11-20
CEB,CEB Inc,NYSE,2015-11-20
CECE,CECO Environmental Corp.,NASDAQ,2015-11-20
CECO,Career Education Corporation,NASDAQ,2015-11-20
CEE,Central Europe Russia and Turkey Common,NYSE,2015-11-20
CEF,Central Fund of Canada Limited,NYSE MKT,2015-11-20
CEFL,UBS AG London Branch   ETRACS Monthly Pay 2XLeveraged Closed End Fd ETN,NYSE Arca,2015-11-20
CEL,Cellcom Israel,NYSE,2015-11-20
CELG,Celgene Corp.,NASDAQ,2015-11-20
CELGZ,Celgene Corp. Contingent Value Rt,NASDAQ,2015-11-20
CELP,Cypress Energy Partners LP Com Unit Repstg Ltd Partnership Int,NYSE,2015-11-20
CEM,ClearBridge Energy MLP Fund Inc.,NYSE,2015-11-20
CEMI,Chembio Diagnostics Inc.,NASDAQ,2015-11-20
CEMP,Cempra Inc.,NASDAQ,2015-11-20
CEN,Center Coast Mlp & Infrastructure Fund,NYSE,2015-11-20
CENT,Central Garden & Pet Company,NASDAQ,2015-11-20
CENTA,Central Garden & Pet Company,NASDAQ,2015-11-20
CENX,Century Aluminum Company,NASDAQ,2015-11-20
CEO,Cnooc Ltd. ADR (Sponsored),NYSE,2015-11-20
CEQP,Crestwood Equity Partners LP Unit Ltd Partnership Int,NYSE,2015-11-20
CERC,Cerecor Inc,NASDAQ,2015-11-20
CERCU,CERCU,NASDAQ,2015-11-12
CERCW,CERCW,NASDAQ,2015-11-20
CERCZ,Cerecor Inc Wt Cl B Exp 04/20/2017,NASDAQ,2015-11-20
CERE,Ceres Inc,NASDAQ,2015-11-20
CERN,Cerner Corporation,NASDAQ,2015-11-20
CERS,Cerus Corporation,NASDAQ,2015-11-20
CERU,Cerulean Pharma Inc.,NASDAQ,2015-11-20
CET,Central Securities Corp,NYSE MKT,2015-11-20
CETC,Clean Enviro Tech Corp,NASDAQ,2015-11-20
CETV,Central European Media Enterprises Ltd.,NASDAQ,2015-11-20
CETX,CETX,NASDAQ,2015-11-20
CEV,Eaton Vance California Municipal Income Trust,NYSE MKT,2015-11-20
CEVA,CEVA Inc.,NASDAQ,2015-11-20
CEW,WisdomTree Emerging Currency Strategy,NYSE Arca,2015-11-20
CF,CF Industries Holdings Inc,NYSE,2015-11-20
CFA,Compass EMP U.S. 500 Volatility Weighted Index ETF,NASDAQ,2015-11-20
CFBK,Central Federal Corporation,NASDAQ,2015-11-20
CFC.P.A,Countrywide Capital Trust IV 6.75% Trust Pfd. Secs.,NYSE,2015-11-20
CFC.P.B,Countrywide Capital V 7.000% Cap Secs,NYSE,2015-11-20
CFCB,Centrue Financial Corp,NASDAQ,2015-11-20
CFD,Nuveen Diversified Commodity Fund,NYSE MKT,2015-11-20
CFFI,C & F Financial Corp.,NASDAQ,2015-11-20
CFFN,Capitol Federal Financial Inc,NASDAQ,2015-11-20
CFG,Citizens Financial Group Inc (New),NYSE,2015-11-20
CFGE,Calamos Focus Growth ETF,NASDAQ,2015-11-20
CFI,Culp Inc.,NYSE,2015-11-20
CFMS,ConforMIS Inc,NASDAQ,2015-11-20
CFNB,California First National Bancorp,NASDAQ,2015-11-20
CFNL,Cardinal Financial Corp,NASDAQ,2015-11-20
CFO,Compass EMP U.S. 500 Enhanced Volatility Weighted,NASDAQ,2015-11-20
CFR,Cullen/Frost Bankers Inc.,NYSE,2015-11-20
CFR.P.A,Cullen/Frost Bankers Inc Pfd.,NYSE,2015-11-20
CFRX,ContraFect Corp,NASDAQ,2015-11-20
CFRXW,ContraFect Corp Wt Cl A Exp 01/31/2017,NASDAQ,2015-11-20
CFRXZ,ContraFect Corp Wt Cl B Exp 10/31/2015,NASDAQ,2015-10-28
CFX,Colfax,NYSE,2015-11-20
CG,Carlyle Group LP (The),NASDAQ,2015-11-20
CGA,China Green Agriculture Inc,NYSE,2015-11-20
CGEN,Compugen Ltd.,NASDAQ,2015-11-20
CGG,CGG,NYSE,2015-11-20
CGI,Celadon Group Inc.,NYSE,2015-11-20
CGIX,Cancer Genetics Inc.,NASDAQ,2015-11-20
CGNT,CGNT,NASDAQ,2015-11-20
CGNX,Cognex Corp.,NASDAQ,2015-11-20
CGO,Calamos Global Total Return Fund Com Shs Ben Int,NASDAQ,2015-11-20
CGW,Guggenheim S&P Global Water ETF,NYSE Arca,2015-11-20
CH,Aberdeen Chile Fund Inc.,NYSE MKT,2015-11-20
CHA,China Telecom Corp. Ltd. ADS,NYSE,2015-11-20
CHAD,Direxion Shares Exchange Traded Fund Trust Daily CSI 300 China A Share Bear 1X Shs,NYSE Arca,2015-11-20
CHAU,Direxion Shares Exchange Traded Fund Trust Daily CSI 300 China A Sh Bull 2x Shs,NYSE Arca,2015-11-20
CHCI,Comstock Homebuilding Companies Inc.,NASDAQ,2015-11-20
CHCO,City Holding Co.,NASDAQ,2015-11-20
CHCT,Community Healthcare Trust Inc,NYSE,2015-11-20
CHD,Church & Dwight Co. Inc.,NYSE,2015-11-20
CHDN,Churchill Downs Inc.,NASDAQ,2015-11-20
CHE,Chemed Corp,NYSE,2015-11-20
CHEF,The Chefs' Warehouse Inc.,NASDAQ,2015-11-20
CHEK,Check-Cap Ltd,NASDAQ,2015-11-20
CHEKW,Check-Cap Ltd.,NASDAQ,2015-11-20
CHEP,QuantShares US Market Neutral Value Fund,NYSE Arca,2015-11-20
CHEV,Cheviot Financial Corp,NASDAQ,2015-11-20
CHFC,Chemical Financial Corp.,NASDAQ,2015-11-20
CHFN,Charter Financial Corp (MD),NASDAQ,2015-11-20
CHGG,Chegg Inc,NYSE,2015-11-20
CHH,Choice Hotels International Inc.,NYSE,2015-11-20
CHI,Calamos Convertible Opportunities & Income Fund Sh Ben Int,NASDAQ,2015-11-20
CHIE,Global X China Energy ETF,NYSE Arca,2015-11-20
CHII,Global X China Industrials ETF,NYSE Arca,2015-11-20
CHIM,Global X China Materials ETF,NYSE Arca,2015-11-20
CHIQ,Global X China Consumer ETF,NYSE Arca,2015-11-20
CHIX,Global X China Financials ETF,NYSE Arca,2015-11-20
CHK,Chesapeake Energy Corp.,NYSE,2015-11-20
CHK.P.D,Chesapeake Energy Corp. 4.50% Cum Conv Pfd Stk,NYSE,2015-11-20
CHKE,Cherokee Inc. (DE),NASDAQ,2015-11-20
