Ticker,Name,Exchange,Last Trade Date
KMM,DWS Multi-Market Income Common,NYSE,2015-11-20
KMPA,Kemper Corp. (DE) 7.375% Sub Deb 02/27/2054,NYSE,2015-11-20
KMPH,KemPharm Inc,NASDAQ,2015-11-20
KMPR,Kemper Corp,NYSE,2015-11-20
KMT,Kennametal Inc.,NYSE,2015-11-20
KMX,CarMax Inc.,NYSE,2015-11-20
KN,Knowles Corp,NYSE,2015-11-20
KND,Kindred Healthcare Inc.,NYSE,2015-11-20
KNDI,Kandi Technologies Group Inc,NASDAQ,2015-11-20
KNL,Knoll,NYSE,2015-11-20
KNOP,KNOT Offshore Partners LP Com Units Repstg Partnership Ltd Int,NYSE,2015-11-20
KNOW,Direxion All Cap Insider Sentiment ETF,NYSE Arca,2015-11-20
KNX,Knight Transportation Inc.,NYSE,2015-11-20
KO,Coca-Cola Co (The),NYSE,2015-11-20
KODK,Eastman Kodak Co.,NYSE,2015-11-20
KODK.WS,Eastman Kodak Co. Wt Exp 125% 09/03/2018,NYSE,2015-11-20
KODK.WS.A,Eastman Kodak Co. Wt Exp 135% 09/03/2018,NYSE,2015-11-20
KOF,"Coca-Cola FEMSA, S.A.B. de C.V. ADR Sponsored Repstg 10 Shs Ser L",NYSE,2015-11-20
KOL,Market Vectors® Coal ETF,NYSE Arca,2015-11-20
KOLD,ProShares UltraShort Bloomberg Natrl Gas,NYSE Arca,2015-11-20
KONA,Kona Grill Inc.,NASDAQ,2015-11-20
KONE,Kingtone Wirelessinfo Solution Holding Ltd,NASDAQ,2015-11-20
KOOL,Cesca Therapeutics Inc.,NASDAQ,2015-11-20
KOP,Koppers Holdings,NYSE,2015-11-20
KOPN,Kopin Corporation,NASDAQ,2015-11-20
KORS,Michael Kors Holdings,NYSE,2015-11-20
KORU,Direxion Daily South Korea Bull 3X ETF,NYSE Arca,2015-11-20
KOS,Kosmos Energy,NYSE,2015-11-20
KOSS,Koss Corp.,NASDAQ,2015-11-20
KPTI,Karyopharm Therapeutics Inc,NASDAQ,2015-11-20
KR,Kroger Co.,NYSE,2015-11-20
KRA,Kraton Performance Polymers,NYSE,2015-11-20
KRC,Kilroy Realty Corp.,NYSE,2015-11-20
KRC.P.G,Kilroy Realty Corp Pfd.,NYSE,2015-11-20
KRC.P.H,Kilroy Realty Corp Pfd.,NYSE,2015-11-20
KRE,SPDR KBW Regional Banking ETF,NYSE Arca,2015-11-20
KRG,Kite Realty Group Trust,NYSE,2015-11-20
KRG.P.A,Kite Realty Group Trust 8.250% Perp Pfd Ser A,NYSE,2015-10-30
KRG.P.A.CL,KRG.P.A.CL,NYSE,2015-11-20
KRNT,Kornit Digital Ltd,NASDAQ,2015-11-20
KRNY,Kearny Financial Corp (MD),NASDAQ,2015-11-20
KRO,Kronos Worldwide Inc,NYSE,2015-11-20
KROO,IQ Australia Small Cap ETF,NYSE Arca,2015-11-20
KRS,ProShares Short S&P Regional Banking,NYSE Arca,2015-11-20
KRU,ProShares Ultra S&P Regional Banking,NYSE Arca,2015-11-20
KS,KapStone Paper and Packaging,NYSE,2015-11-20
KSA,iShares Trust MSCI Saudi Arabia Capped ETF,NYSE Arca,2015-11-18
KSM,DWS Strategic Muni Income Common,NYSE,2015-11-20
KSS,Kohl's Corp.,NYSE,2015-11-20
KST,DWS Strategic Income Common,NYSE,2015-11-20
KSU,Kansas City Southern,NYSE,2015-11-20
KSU.P,Kansas City Southern 4% Non-Cum Pfd.,NYSE,2015-11-18
KT,KT Corp. ADS,NYSE,2015-11-20
KTCC,Key Tronic Corporation,NASDAQ,2015-11-20
KTEC,Key Technology Inc.,NASDAQ,2015-11-20
KTF,DWS Municipal Income Common,NYSE,2015-11-20
KTH,Structured Products Corp. 8.0% CorTS for PECO Energy Capital Trust III,NYSE,2015-11-20
KTN,Structured Products Corp. 8.205% Credit-Enhanced CorTS,NYSE,2015-11-20
KTOS,Kratos Defense & Security Solutions Inc.,NASDAQ,2015-11-20
KTOV,,NASDAQ,2015-11-20
KTOVW,,NASDAQ,2015-11-20
KTP,Structured Products Corp. CorTS Certificial JC Penney Inc. 7 5/8% Deb. 2097,NYSE,2015-11-20
KTWO,K2M Group Holdings Inc,NASDAQ,2015-11-20
KURA,Kura Oncology Inc,NASDAQ,2015-11-20
KUTV,Ku6 Media Co. Ltd.,NASDAQ,2015-11-20
KVHI,KVH Industries Inc.,NASDAQ,2015-11-20
KW,Kennedy-Wilson Holdings Inc,NYSE,2015-11-20
KWEB,KraneShares Trust  CSI China Internet ETF,NASDAQ,2015-11-20
KWN,Kennedy-Wilson Holdings Inc 7.75% Sr Nts  12/01/2042,NYSE,2015-11-19
